BeerID,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount
46331,45,19,1.041,1.009,4.1,32.61,4.04,26,60,1.03,70,2.5,Specific Gravity,All Grain,1.75,N/A,N/A,N/A
46887,7,18.93,1.049,1.011,4.96,108.1,4.71,28.39,60,1.033,55,1.25,Specific Gravity,All Grain,0.75,21.11,sucrose( table sugar),4 oz
16973,10,60,1.047,1.008,5,37.83,5.87,66,60,1.042,70,2.7,Specific Gravity,All Grain,0.5,18,N/A,N/A
3787,86,4.5,1.069,1.017,6.79,142.22,7.12,4,60,1.078,25,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
69122,118,13,1.038,1.013,3.3,34.93,10.22,16.5,60,1.03,75,3,Specific Gravity,All Grain,N/A,20,sukker,4 gram /liter
68134,10,18.93,1.053,1.009,5.79,31.41,6.28,20.82,60,1.048,60,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
48738,10,19,1.053,1.01,5.64,30.52,7.86,11.75,60,1.086,70,3.1,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
61036,10,30.28,1.055,1.015,5.27,44.83,4.98,35.96,60,1.046,75,1.3,Specific Gravity,All Grain,0.75,18.89,N/A,N/A
36707,126,22.71,1.056,1.012,5.77,35.01,30.01,26.5,90,1.048,72,N/A,Specific Gravity,All Grain,N/A,18.89,CO2,N/A
56251,138,15,1.059,1.011,6.29,16.4,20.83,15,60,1.059,70,N/A,Specific Gravity,extract,0.35,18,N/A,N/A
20038,92,18.93,1.058,1.017,5.29,55.36,22.36,26.5,60,1.041,65,N/A,Specific Gravity,BIAB,0.75,20,N/A,N/A
69068,7,17.98,1.07,1.015,7.13,127.12,7.95,22.71,60,1.055,75,1.5,Specific Gravity,All Grain,0.35,N/A,N/A,N/A
27956,94,6.3,1.048,1.011,4.82,16.86,3.78,8.8,60,1.034,60,N/A,Specific Gravity,BIAB,N/A,22,Acucar invertido,70 Gramas/litro
3234,7,20.82,1.066,1.015,6.62,63.94,6.56,28.39,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
18280,94,25,11.1438,2.18125,4.76,26.9,3.12,28,60,10,70,1.5,Plato,All Grain,N/A,16,N/A,N/A
56080,9,20.82,1.052,1.012,5.18,87.18,7.83,28.39,90,1.038,60,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
23347,7,27,1.068,1.017,6.72,60.88,9.08,19,60,1.097,71,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
69615,28,4.25,1.045,1.011,4.53,31.44,10.71,5,20,1.038,35,N/A,Specific Gravity,extract,0.5,19,N/A,N/A
2964,10,20.82,1.052,1.016,4.84,38.45,7.86,26.5,60,1.041,70,1.3,Specific Gravity,All Grain,0.75,21.11,N/A,N/A
28800,152,6.6,1.059,1.015,5.84,66.74,5.63,9.2,60,1.043,80,N/A,Specific Gravity,BIAB,0.75,21,N/A,N/A
9269,105,25,1.038,1.01,3.79,15.02,20.36,30,60,1.032,80,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
54338,92,18.93,1.052,1.014,5.01,19.47,5.71,11.36,60,1.087,35,N/A,Specific Gravity,extract,0.35,20.56,N/A,N/A
20756,114,20.82,1.072,1.02,6.81,64.09,49.91,30.28,90,1.049,73,1,Specific Gravity,All Grain,1,15.56,N/A,N/A
21498,4,18.93,1.067,1.013,7.11,33.36,18.54,18.93,60,1.067,90,N/A,Specific Gravity,extract,0.35,21.11,N/A,N/A
27620,152,18.93,1.061,1.015,6.13,50.91,5.06,28.39,60,1.041,70,1.25,Specific Gravity,All Grain,0.35,21.11,N/A,N/A
52054,148,20.82,1.065,1.015,6.58,80.76,38.51,28.39,60,1.048,65,1.5,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
55758,107,20.82,1.092,1.016,9.94,88.36,31.18,39.75,150,1.048,71,1.5,Specific Gravity,All Grain,1.25,21.11,N/A,N/A
22073,67,22.71,1.047,1.005,5.6,25.09,8.63,22.71,90,1.047,72,N/A,Specific Gravity,BIAB,N/A,22.22,dextrose,1 cup
20343,7,21,1.064,1.012,6.84,63.06,8.35,26,60,1.051,80,3.5,Specific Gravity,All Grain,0.35,20,N/A,N/A
35595,10,20.82,1.055,1.011,5.84,39.03,4.56,27.44,60,1.042,75,N/A,Specific Gravity,BIAB,0.35,18.33,N/A,N/A
45703,40,18.93,1.048,1.009,5.09,10.5,3.02,22.71,60,1.04,35,N/A,Specific Gravity,extract,0.35,15.56,N/A,N/A
36240,36,20.82,1.082,1.026,7.36,40.23,11,24.61,60,1.069,70,1.5,Specific Gravity,All Grain,1,20,N/A,N/A
55593,5,20.82,1.103,1.015,11.45,118.18,16.64,28.39,60,1.075,70,1.5,Specific Gravity,All Grain,1.25,20,N/A,N/A
23331,39,18.93,1.062,1.019,5.68,69.14,14.16,28.39,60,1.041,70,1.2,Specific Gravity,All Grain,0.75,18.33,N/A,N/A
52355,132,22,1.079,1.015,8.3,54.35,48.99,28.5,60,1.061,63,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A
70794,9,20.82,1.034,1.005,3.86,9.44,2.38,28.39,60,1.025,75,1.5,Specific Gravity,All Grain,0.35,8.89,N/A,N/A
47064,65,32.5,1.052,1.013,5.14,36.83,5.37,38,60,1.044,83,N/A,Specific Gravity,BIAB,0.75,18,N/A,N/A
34152,175,100,1.049,1.011,4.95,14.35,3.78,110,60,1.044,65,3,Specific Gravity,All Grain,0.75,20,N/A,N/A
21845,148,20,1.066,1.015,6.64,67.01,30.33,23,60,1.057,60,2.5,Specific Gravity,All Grain,N/A,21,N/A,N/A
71748,53,22.71,1.034,1.009,3.27,6.28,21.04,24.61,60,1.031,69.8,N/A,Specific Gravity,BIAB,0.75,20,N/A,N/A
13711,7,20,14.6857,4.5624,5.49,66.7,4.45,26,60,11.4,70,2,Plato,All Grain,N/A,19,N/A,N/A
56842,58,25,1.042,1.013,3.85,44.24,34.38,20,60,1.052,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
49766,116,18.93,1.078,1.019,7.67,34.33,17.86,28.39,60,1.052,65,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
47361,61,30.28,1.05,1.009,5.46,15.76,16.58,45.42,60,1.033,60,N/A,Specific Gravity,BIAB,0.5,18.33,N/A,N/A
17710,7,200,1.053,1.013,5.24,0,5.36,230,60,1.046,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
44697,91,23,1.062,1.016,6.13,42.01,31.1,26,90,1.055,35,N/A,Specific Gravity,extract,N/A,20,N/A,N/A
33262,109,22.71,1.047,1.011,4.81,22.36,5.39,30.28,60,1.036,75,1.4,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
68439,30,27.44,1.047,1.008,5.06,16.91,4.55,35.96,60,1.036,80,1.6,Specific Gravity,All Grain,1.5,20,N/A,N/A
68721,115,26.5,1.06,1.017,5.63,30.23,5.88,32.18,90,1.049,83,N/A,Specific Gravity,All Grain,1.75,N/A,N/A,N/A
25251,4,20.82,1.06,1.016,5.72,31.03,13.14,28.39,60,1.044,70,1.5,Specific Gravity,All Grain,N/A,22.78,dextrose,2.75 oz
67535,10,18,1.05,1.009,5.36,32.49,5.38,22,60,1.041,70,3.3,Specific Gravity,All Grain,0.75,19,N/A,N/A
33069,45,18.93,1.048,1.012,4.71,23.49,3.95,11.36,60,1.08,35,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A
28727,135,21,1.05,1.012,5.06,27.32,30.8,25,60,1.042,75,2.9,Specific Gravity,All Grain,N/A,20,N/A,N/A
46190,19,18.93,1.061,1.017,5.72,32.32,29.11,24.61,60,1.047,70,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
69027,7,20.82,1.065,1.017,6.3,83.85,13.85,28.39,60,1.048,75,N/A,Specific Gravity,BIAB,0.5,19.44,N/A,N/A
36526,94,19.87,1.05,1.013,4.95,36.47,3.75,15.14,60,1.066,35,N/A,Specific Gravity,extract,0.5,14.44,N/A,N/A
117,144,20.82,1.052,1.015,4.8,31.71,13.23,27.44,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
3312,45,20.82,1.046,1.006,5.28,18.94,2.62,28.39,90,1.034,40,N/A,Specific Gravity,extract,N/A,21.11,N/A,N/A
4187,175,41.64,1.052,1.014,4.93,22.96,9.26,53,60,1.041,60,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
44860,17,20.82,1.041,1.005,4.72,24.91,5.21,28.39,60,1.03,72,1.5,Specific Gravity,All Grain,1,19.44,N/A,N/A
59542,45,37.85,1.044,1.01,4.51,20.31,2.73,43.53,60,1.039,69,N/A,Specific Gravity,BIAB,0.75,18.33,N/A,N/A
62104,134,5,1.065,1.008,7.5,26.44,8.13,7,90,1.047,86,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
35262,42,10,1.057,1.01,6.22,23,4.88,16,60,1.036,35,N/A,Specific Gravity,Partial Mash,0.35,22,N/A,N/A
54572,134,20.82,1.059,1.01,6.38,40.61,13.17,7.57,60,1.143,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
56454,7,22,1.061,1.014,6.12,130.17,6.97,29,60,1.046,73,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
51544,9,20.82,1.07,1.019,6.68,53.01,5.1,28.39,60,1.051,75,N/A,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
12625,114,18.93,1.093,1.014,10.37,87.71,42.98,11.36,60,1.155,35,N/A,Specific Gravity,extract,0.35,21.11,N/A,N/A
40301,20,22,1.075,1.012,8.28,27.14,4.75,17,90,1.086,70,2.9,Specific Gravity,All Grain,N/A,21,N/A,N/A
44975,102,10.41,1.058,1.013,5.88,20.05,9.85,13.93,75,1.043,70,N/A,Specific Gravity,BIAB,0.35,10,N/A,N/A
50245,10,18,1.045,1.01,4.6,35.68,9.35,22,60,1.037,62,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
21373,162,20.82,1.068,1.022,6.04,23.45,42.43,26.5,90,1.047,70,1.82,Specific Gravity,All Grain,0.35,21.11,N/A,N/A
21210,45,34.07,1.042,1.009,4.25,17.31,3.35,43.91,90,1.032,68,N/A,Specific Gravity,All Grain,0.75,15.56,CO2,N/A
63018,7,3.8,1.093,1.04,6.93,49.2,6.45,4.5,45,1.078,70,3,Specific Gravity,All Grain,0.75,19,N/A,N/A
48420,31,20.82,1.051,1.012,5.19,43.59,4.42,24.61,60,1.043,79,1.5,Specific Gravity,All Grain,1.5,12.22,forced carbonation,15 psi
50618,26,38,1.074,1.017,7.47,17.74,12.35,46,90,1.061,65,2,Specific Gravity,All Grain,N/A,21,N/A,N/A
44791,109,41.64,1.048,1.007,5.48,20.61,4.54,45.42,60,1.044,62,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
34789,7,22.71,1.061,1.016,5.88,119.27,6.01,28.39,60,1.049,75,N/A,Specific Gravity,Partial Mash,N/A,20,N/A,N/A
64577,7,18.93,1.061,1.011,6.54,67.47,4.6,24.61,75,1.047,65,1.33,Specific Gravity,All Grain,0.75,17.78,N/A,N/A
60891,114,22,1.063,1.016,6.23,42.67,50,27.5,60,1.049,75,2.5,Specific Gravity,All Grain,0.35,18,N/A,N/A
33521,10,13.25,1.049,1.012,4.94,40.93,7.58,19.61,60,1.033,70,1.3,Specific Gravity,All Grain,0.75,20,N/A,N/A
72352,7,117.35,1.061,1.01,6.72,87.07,8.67,138.17,60,1.052,73,1.33,Specific Gravity,All Grain,0.75,19.44,N/A,N/A
27134,87,21,1.08,1.014,8.77,40.3,46.29,28,90,1.06,75,3.5,Specific Gravity,All Grain,0.75,24,N/A,N/A
21383,86,18.93,1.087,1.024,8.21,126.8,8.9,11.36,60,1.145,35,N/A,Specific Gravity,Partial Mash,0.35,18.89,N/A,N/A
73486,58,20.82,1.098,1.021,10.13,76.24,50,11.36,60,1.18,35,N/A,Specific Gravity,extract,N/A,21.11,N/A,N/A
33024,94,65,1.044,1.008,4.71,20.93,3.55,74.1,20,1.038,60,3,Specific Gravity,All Grain,0.35,19,Force Carb.,N/A
11770,31,15.14,1.042,1.009,4.23,52.88,3.89,18.93,60,1.033,50,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
4445,100,18.93,1.042,1.011,4.18,18.58,3.27,23.81,60,1.034,63,1,Specific Gravity,All Grain,1.75,10,CO2,N/A
9515,19,41.64,1.061,1.017,5.76,27.31,32.81,49.21,60,1.052,78,1.5,Specific Gravity,All Grain,0.75,18.33,Force Carb,12 psi
39451,7,20.82,1.058,1.01,6.23,44.73,11.16,28.39,60,1.042,80,1.5,Specific Gravity,All Grain,0.35,18.33,N/A,N/A
62111,7,15.14,1.057,1.015,5.55,68.56,5.56,18.93,60,1.046,75,1.6,Specific Gravity,All Grain,0.75,23.89,N/A,N/A
3096,24,20.82,1.054,1.012,5.46,28.72,8.19,26.5,60,1.042,76,1,Specific Gravity,All Grain,0.75,19.44,N/A,N/A
73087,86,18.93,1.075,1.015,7.77,173.12,7.57,14.2,90,1.099,72,N/A,Specific Gravity,Partial Mash,0.5,18.33,N/A,N/A
22783,163,20.06,1.066,1.016,6.46,20.22,18,23.66,60,1.056,35,N/A,Specific Gravity,extract,1,21.11,N/A,N/A
16602,63,24,1.057,1.014,5.74,48.59,6.56,29,60,1.047,55,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A
34513,7,20.82,1.073,1.02,6.91,67.07,9.44,28.39,60,1.054,75,N/A,Specific Gravity,All Grain,0.75,N/A,N/A,N/A
26952,82,20.82,1.048,1.011,4.88,12.28,4.33,28.39,60,1.035,70,1.55,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
5747,7,20.82,1.065,1.011,7.15,111.76,6.96,28.39,60,1.048,70,2.75,Specific Gravity,All Grain,N/A,19.44,Dextrose,N/A
31560,169,20.82,1.055,1.014,5.32,0,4.31,26.5,60,1.043,35,N/A,Specific Gravity,extract,0.75,16.67,N/A,N/A
68633,87,80,1.095,1.022,10.58,66.03,42.95,90,90,1.085,70,2,Specific Gravity,All Grain,0.35,19,N/A,N/A
56077,54,20.82,1.08,1.022,7.64,24.76,20.97,28.39,60,1.059,75,N/A,Specific Gravity,All Grain,2,11.11,N/A,N/A
48275,10,42,1.05,1.012,5.04,44.16,3.18,53,70,1.039,70,2.8,Specific Gravity,All Grain,0.75,17,N/A,N/A
43053,134,10,1.054,1.009,5.86,21.63,4.23,15,60,1.036,75,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
39160,30,20.82,1.049,1.014,4.59,22.35,6.91,11.36,60,1.089,35,N/A,Specific Gravity,extract,N/A,21.11,N/A,N/A
25344,118,21,1.039,1.01,3.74,34.79,11.49,28.5,60,1.028,65,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
43789,10,20.82,1.042,1.01,4.17,42.96,5.68,7.57,60,1.062,35,N/A,Specific Gravity,extract,0.35,N/A,N/A,N/A
57102,45,20.82,1.056,1.012,5.72,14.06,4.8,28.39,60,1.041,70,N/A,Specific Gravity,BIAB,1.25,20,N/A,N/A
32015,94,22.71,1.053,1.013,5.17,34.56,3.17,18.93,60,1.063,35,N/A,Specific Gravity,extract,0.35,15,N/A,N/A
53882,105,16.28,1.038,1.012,3.46,12.79,19.42,19.87,60,1.031,62,3.51724,Specific Gravity,All Grain,0.35,20.56,N/A,N/A
72284,7,20,1.081,1.013,8.97,105.69,4.91,22,60,1.074,70,4,Specific Gravity,All Grain,N/A,21,N/A,N/A
28136,12,7.57,1.059,1.015,5.85,45.83,41.62,10.22,60,1.044,75,2,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
70724,10,69,1.046,1.008,4.98,37.74,5.32,90,90,1.035,75,N/A,Specific Gravity,BIAB,0.5,19,N/A,N/A
62143,92,20.82,1.055,1.015,5.29,44.94,13.4,28.39,60,1.041,70,1.33,Specific Gravity,All Grain,N/A,21.11,N/A,N/A
114,81,20,1.048,1.01,4.97,36.19,2.77,25,90,1.038,73,N/A,Specific Gravity,All Grain,N/A,10,N/A,N/A
65161,7,20.82,1.075,1.022,6.97,43.4,6.64,25.36,60,1.062,70,N/A,Specific Gravity,BIAB,0.75,20,N/A,N/A
57154,4,11.7,1.06,1.011,6.61,34.45,12.19,14.7,60,1.048,85,3,Specific Gravity,All Grain,N/A,18,N/A,N/A
31786,21,39.75,1.079,1.01,9.14,22.72,16.7,47.32,60,1.067,97,1.11,Specific Gravity,All Grain,0.75,N/A,N/A,N/A
58538,30,22.71,1.04,1.008,4.16,18.54,3.52,28.01,60,1.032,75,N/A,Specific Gravity,All Grain,N/A,19.44,N/A,N/A
69844,7,20.82,1.055,1.012,5.64,50.31,4.75,15.14,60,1.023,35,N/A,Specific Gravity,extract,1,18.89,N/A,N/A
3146,7,19.87,1.07,1.01,7.79,124.6,40,11.36,60,1.122,25,N/A,Specific Gravity,extract,1,21.11,N/A,N/A
14303,60,20.82,1.074,1.022,6.85,21.89,11.34,28.39,75,1.054,72,1.2,Specific Gravity,All Grain,N/A,10,N/A,N/A
67923,94,17.03,1.048,1.009,5.07,19.7,2.96,20.06,75,1.041,76,1.75,Specific Gravity,All Grain,1,14.44,N/A,N/A
9721,68,21,1.055,1.011,5.81,38.86,8.64,24,60,1.048,82,N/A,Specific Gravity,All Grain,1,18,N/A,N/A
71575,7,25,1.059,1.012,6.16,64.27,3.35,7,60,1.21,35,N/A,Specific Gravity,extract,0.35,21,N/A,N/A
25375,4,20,1.054,1.016,4.93,51.95,18.14,25,60,1.043,65,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
68443,50,24.61,1.061,1.016,5.85,37.41,3.59,28.39,90,1.053,80,1.5,Specific Gravity,All Grain,1.75,13.89,N/A,N/A
70743,10,20.82,1.06,1.011,6.39,43.9,10.28,27.44,60,1.046,70,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
63937,118,20.82,9.7778,2.81773,3.69,27.29,9.54,28.39,90,7.2,75,1.5,Plato,All Grain,0.75,20,CO2 (Brulosophy),N/A
16655,7,20.82,1.066,1.012,7.1,81.84,5.79,26.5,60,1.049,75,1.5,Specific Gravity,All Grain,1,18.89,Force Carb/Keg,10 psi
16076,4,18.93,1.062,1.014,6.29,25.56,15.04,28.39,60,1.041,70,1.25,Specific Gravity,All Grain,0.35,21.11,N/A,N/A
35828,4,55,1.057,1.016,5.37,23.46,10.83,46,60,1.068,55,3,Specific Gravity,All Grain,0.5,20,N/A,N/A
68689,151,20.82,1.076,1.021,7.28,91.8,11,24.61,60,1.064,60,N/A,Specific Gravity,All Grain,1.25,N/A,N/A,N/A
44609,14,18.93,1.057,1.013,5.74,19.38,6.92,11.36,60,1.095,35,N/A,Specific Gravity,extract,1.25,21.11,N/A,N/A
57560,28,22.71,1.052,1.017,4.53,42.25,7.21,15.14,60,1.078,35,N/A,Specific Gravity,extract,0.75,18.33,N/A,N/A
70567,88,21,1.051,1.009,5.52,24.3,12.5,24,60,1.044,73,3,Specific Gravity,All Grain,N/A,13,N/A,N/A
24875,31,60,1.055,1.014,5.38,39.81,5.33,75,90,1.044,70,2.5,Specific Gravity,All Grain,1.5,10,N/A,N/A
45699,9,22.71,1.061,1.017,5.87,26.06,14.82,30.28,60,1.046,75,1.4,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
42039,4,22,1.051,1.011,5.23,35.91,10.84,30,70,1.037,72,5,Specific Gravity,All Grain,0.75,19,N/A,N/A
35577,7,11.36,1.075,1.02,7.31,69.12,8.06,13.63,60,1.063,67,1.34,Specific Gravity,All Grain,1.25,17.78,N/A,N/A
21973,6,270,1.067,1.014,7.02,26.18,21.57,300,60,1.061,72,3,Specific Gravity,All Grain,1.25,20,N/A,N/A
42489,10,22.71,1.05,1.009,5.34,39.81,12.93,26.88,60,1.042,75,N/A,Specific Gravity,BIAB,0.5,20,N/A,N/A
47134,148,22.71,1.071,1.023,6.28,76.97,34.02,28.39,60,1.057,80,1.25,Specific Gravity,All Grain,0.75,19.44,N/A,N/A
17213,4,3.79,1.074,1.021,7.03,46.02,13.48,5.68,60,1.05,75,2,Specific Gravity,All Grain,0.35,15.56,N/A,N/A
45592,72,63,1.062,1.013,6.48,57.74,38.22,75,60,1.052,70,2.8,Specific Gravity,All Grain,1,18,N/A,N/A
17914,24,24.61,1.044,1.011,4.37,24.4,3.51,34.07,60,1.032,75,1.25,Specific Gravity,All Grain,N/A,20,N/A,N/A
44050,7,19,14.7986,3.38556,6.17,62.76,6.95,22,60,12.9,60,3.1,Plato,All Grain,0.35,19,N/A,N/A
18931,171,22.71,1.081,1.02,7.97,22.45,15.06,26.5,60,1.069,75,N/A,Specific Gravity,extract,1,16.67,N/A,N/A
41678,7,20.82,1.069,1.017,6.8,44.33,5.08,28.39,60,1.051,60,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
67004,7,21,1.053,1.011,5.62,70.9,15.76,28.5,60,1.039,60,3,Specific Gravity,All Grain,N/A,24,Bottel,120g
7940,172,3.79,1.108,1.027,10.64,49.27,10.76,6.81,90,1.06,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
58529,7,24.61,1.062,1.008,7.14,24.09,5.54,34.07,90,1.045,80,1.5,Specific Gravity,All Grain,1.25,N/A,N/A,N/A
52531,4,20.82,1.048,1.012,4.71,28.1,10.16,28.39,60,1.035,75,N/A,Specific Gravity,BIAB,1,16.67,N/A,N/A
19260,6,20.8,1.067,1.017,6.64,18.74,18.13,28.4,60,1.049,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
1161,134,18.93,1.066,1.012,7.11,39.85,3.61,28.39,60,1.044,70,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A
59701,111,19.87,1.104,1.03,9.65,116.66,40,29.34,90,1.07,75,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
8408,12,20.82,1.061,1.015,6.02,65.47,40,28.39,60,1.045,55,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
29965,114,18,1.062,1.017,5.87,30.77,33.25,23,100,1.049,60,3.96,Specific Gravity,All Grain,N/A,22,N/A,N/A
49788,69,24.61,1.058,1.016,5.47,25.85,7.08,11.36,80,1.125,65,N/A,Specific Gravity,Partial Mash,0,10,N/A,N/A
51118,9,18.17,1.094,1.023,9.2,57.5,5.94,26.5,60,1.064,60,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
29710,6,20.82,1.064,1.019,5.86,33.45,22.05,30.28,60,1.044,80,1.5,Specific Gravity,All Grain,1,20,N/A,N/A
44226,10,20.82,1.057,1.013,5.73,35.91,6.02,28.39,60,1.041,70,1.2,Specific Gravity,All Grain,N/A,18.33,N/A,N/A
30396,7,18.93,1.069,1.022,6.1,82.59,7.87,15.14,60,1.086,35,N/A,Specific Gravity,extract,0.35,22.22,N/A,N/A
68925,28,20,1.045,1.011,4.46,39.76,10.31,27,60,1.033,70,N/A,Specific Gravity,BIAB,N/A,20,Sugar,5 g/l
60984,23,25,1.074,1.012,8.16,25.76,6.01,29,90,1.064,79,N/A,Specific Gravity,BIAB,1,24,N/A,N/A
67025,45,18,1.049,1.01,5.13,16.28,4.82,22,60,1.04,70,3.3,Specific Gravity,All Grain,0.5,20,N/A,N/A
17586,134,27,1.055,1.009,6.05,25.93,3.83,30.5,60,1.049,75,N/A,Specific Gravity,BIAB,1,20,N/A,N/A
29637,160,41.64,1.073,1.02,6.95,22.83,21.38,49.21,60,1.062,75,1.3,Specific Gravity,All Grain,1,20,N/A,N/A
7773,7,22.71,1.065,1.012,6.99,40.67,4.52,29.34,90,1.05,77,1.5,Specific Gravity,All Grain,N/A,18.89,N/A,N/A
62748,10,19,1.057,1.014,5.6,36.39,5.13,21,30,1.051,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A
14849,68,45.42,1.064,1.018,6.12,54.96,7.6,56.78,60,1.051,77.81,1.3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
32486,80,41.64,11.9283,2.0953,5.24,44.91,3.57,49.21,90,10.2,75,1.5,Plato,All Grain,1.75,11.11,N/A,N/A
2372,6,19.42,1.059,1.009,6.58,43.59,17.62,11.36,60,1.101,35,N/A,Specific Gravity,extract,1,21.11,N/A,N/A
33716,7,11.36,1.064,1.016,6.31,85.34,9,14.2,60,1.051,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
47203,7,18.9,1.085,1.017,8.96,58.17,10.86,25,60,1.064,75,2.9,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
19976,97,20.82,1.05,1.011,5.18,13.89,15.07,26.5,90,1.039,70,1.25,Specific Gravity,All Grain,N/A,N/A,Corn Sugar,4 Oz in 1 C water
58057,114,26,1.053,1.013,5.23,24.03,40.75,31,60,1.044,72,2.5,Specific Gravity,All Grain,N/A,20,N/A,N/A
4842,50,11.36,1.053,1.008,5.84,51.26,3.55,14.2,75,1.042,80,N/A,Specific Gravity,BIAB,1.5,15.56,N/A,N/A
23544,21,37.85,1.092,1.023,9.08,23.48,27.92,49.21,90,1.071,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
30725,10,18,1.053,1.01,5.68,42.99,6.75,23,60,1.042,65,3,Specific Gravity,All Grain,N/A,18,N/A,N/A
30634,10,20.82,1.056,1.011,5.95,25.24,6.01,29.15,60,1.04,70,N/A,Specific Gravity,BIAB,0.5,21.11,N/A,N/A
20472,160,19.42,1.061,1.015,6.05,41.9,15.96,25.55,90,1.047,70,1.5,Specific Gravity,All Grain,0.35,N/A,N/A,N/A
46295,144,17,1.043,1.01,4.4,34.87,12.98,21.2,90,1.035,75,2.9,Specific Gravity,All Grain,N/A,16,N/A,N/A
25555,162,37.85,1.062,1.023,5.17,17.85,31.7,43.53,60,1.054,72,3.1,Specific Gravity,All Grain,N/A,20,N/A,N/A
49288,175,11.36,1.039,1.011,3.65,13.08,2.8,15.14,90,1.029,80,N/A,Specific Gravity,BIAB,0.35,18.33,N/A,N/A
34209,30,20.82,1.05,1.01,5.27,22.41,3.25,26.5,60,1.039,78,1.5,Specific Gravity,All Grain,0.75,17.78,N/A,N/A
61113,30,41.64,1.041,1.006,4.66,48.81,3.29,47.32,60,1.036,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
56906,11,20.82,1.066,1.023,5.7,19.84,45.74,28.39,60,1.049,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
37204,4,20.82,1.056,1.012,5.78,37.59,10.95,28.39,60,1.041,75,1.5,Specific Gravity,All Grain,1,20,N/A,N/A
44763,10,20.82,1.045,1.009,4.65,18.89,4.06,28.39,60,1.033,70,1.25,Specific Gravity,All Grain,N/A,N/A,corn sugar,4.6 oz
62401,7,20,1.062,1.01,6.77,52.6,6.26,28.5,75,1.044,70,3,Specific Gravity,All Grain,0.5,20,N/A,N/A
20719,7,20.82,1.072,1.02,6.85,65.66,6.87,28.39,60,1.053,70,1.5,Specific Gravity,All Grain,N/A,18.89,N/A,N/A
51901,25,20.82,1.066,1.01,7.32,46.73,5.7,28.39,60,1.048,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
61028,28,23.5,1.04,1.01,3.98,29.15,7.45,33.5,60,1.028,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A
51974,59,20.82,1.045,1.012,4.35,17.88,15.33,11.36,60,1.083,35,N/A,Specific Gravity,extract,0.35,21.11,N/A,N/A
25712,30,20.82,1.049,1.012,4.85,22.27,6.14,28.39,60,1.036,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A
